order_id,product,quantity_ordered,price_each,order_date,month,total_sales,total_quantity_sold_all_months,quantity_sold_that_month,quantity_sold_last_month,product_encoded
227521,AAA Batteries (4-pack),2,2.99,2019-08-01 00:11:00,August,5.98,30487,1989,2331,5
227521,Wired Headphones,1,11.99,2019-08-01 00:11:00,August,11.99,20201,1261,1539,17
232795,iPhone,1,700.0,2019-08-01 00:16:00,August,700.0,6732,424,492,18
227115,USB-C Charging Cable,1,11.95,2019-08-01 00:20:00,August,11.95,23555,1432,1818,15
227732,Apple Airpods Headphones,1,150.0,2019-08-01 00:33:00,August,150.0,15383,988,1199,6
236514,AA Batteries (4-pack),2,3.84,2019-08-01 00:36:00,August,7.68,27148,1800,2036,4
230602,Bose SoundSport Headphones,1,99.99,2019-08-01 00:44:00,August,99.99,13236,860,1039,7
229700,AAA Batteries (4-pack),1,2.99,2019-08-01 00:44:00,August,2.99,30487,1989,2331,5
225658,USB-C Charging Cable,1,11.95,2019-08-01 01:14:00,August,11.95,23555,1432,1818,15
225541,27in 4K Gaming Monitor,1,389.99,2019-08-01 01:15:00,August,389.99,6134,433,476,1
230496,Google Phone,1,600.0,2019-08-01 01:36:00,August,600.0,5440,357,402,9
232119,Lightning Charging Cable,1,14.95,2019-08-01 02:08:00,August,14.95,22841,1417,1776,12
233221,Lightning Charging Cable,1,14.95,2019-08-01 02:33:00,August,14.95,22841,1417,1776,12
229692,Lightning Charging Cable,1,14.95,2019-08-01 02:39:00,August,14.95,22841,1417,1776,12
231532,Lightning Charging Cable,1,14.95,2019-08-01 03:52:00,August,14.95,22841,1417,1776,12
242859,27in 4K Gaming Monitor,1,389.99,2019-08-01 04:50:00,August,389.99,6134,433,476,1
243454,Lightning Charging Cable,1,14.95,2019-08-01 05:13:00,August,14.95,22841,1417,1776,12
240817,AA Batteries (4-pack),1,3.84,2019-08-01 05:13:00,August,3.84,27148,1800,2036,4
238412,AAA Batteries (4-pack),3,2.99,2019-08-01 05:40:00,August,8.97,30487,1989,2331,5
241974,Wired Headphones,1,11.99,2019-08-01 05:48:00,August,11.99,20201,1261,1539,17
247861,AA Batteries (4-pack),1,3.84,2019-08-01 06:16:00,August,3.84,27148,1800,2036,4
239116,Wired Headphones,1,11.99,2019-08-01 06:55:00,August,11.99,20201,1261,1539,17
248104,20in Monitor,1,109.99,2019-08-01 07:00:00,August,109.99,4058,257,319,0
245346,Lightning Charging Cable,1,14.95,2019-08-01 07:16:00,August,14.95,22841,1417,1776,12
236994,ThinkPad Laptop,1,999.99,2019-08-01 07:17:00,August,999.99,4054,269,310,14
240910,Flatscreen TV,1,300.0,2019-08-01 07:38:00,August,300.0,4724,323,387,8
238910,27in FHD Monitor,1,149.99,2019-08-01 07:48:00,August,149.99,7429,483,598,2
